,index,Actor,ActorID,Film,Year,Votes,Rating,FilmID,in_endgame
1494,142560,Zoe Saldana,nm0757855,Constellation,2005,533,4.0,tt0315431,1
1495,142561,Zoe Saldana,nm0757855,The Curse of Father Cardona,2005,176,3.5,tt0434172,1
1496,142562,Zoe Saldana,nm0757855,The Terminal,2004,411704,7.4,tt0362227,1
1497,142563,Zoe Saldana,nm0757855,Haven,2004,6429,5.8,tt0386504,1
1498,142564,Zoe Saldana,nm0757855,Pirates of the Caribbean: The Curse of the Black Pearl,2003,1021521,8.0,tt0325980,1
1499,142565,Zoe Saldana,nm0757855,Crossroads,2002,38533,3.6,tt0275022,1
1500,142566,Zoe Saldana,nm0757855,Drumline,2002,33320,5.9,tt0303933,1
1501,142567,Zoe Saldana,nm0757855,Get Over It,2001,18016,5.7,tt0192071,1
1502,142568,Zoe Saldana,nm0757855,Snipes,2001,345,5.6,tt0275688,1
1503,142569,Zoe Saldana,nm0757855,Center Stage,2000,19153,6.7,tt0210616,1
1504,142655,Hiroyuki Sanada,nm0760796,Minamata,2020,1295,7.8,tt9179096,1
1505,142656,Hiroyuki Sanada,nm0760796,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1506,142657,Hiroyuki Sanada,nm0760796,The Catcher Was a Spy,2018,7965,6.2,tt4602066,1
1507,142658,Hiroyuki Sanada,nm0760796,Life,2017,209486,6.6,tt5442430,1
1508,142659,Hiroyuki Sanada,nm0760796,Minions,2015,214078,6.4,tt2293640,1
1509,142660,Hiroyuki Sanada,nm0760796,Mr. Holmes,2015,61969,6.8,tt3168230,1
1510,142661,Hiroyuki Sanada,nm0760796,The Wolverine,2013,433413,6.7,tt1430132,1
1511,142662,Hiroyuki Sanada,nm0760796,47 Ronin,2013,147465,6.3,tt1335975,1
1512,142663,Hiroyuki Sanada,nm0760796,The Railway Man,2013,37692,7.1,tt2058107,1
1513,142664,Hiroyuki Sanada,nm0760796,The City of Your Final Destination,2009,2884,6.3,tt0896923,1
1514,142665,Hiroyuki Sanada,nm0760796,Speed Racer,2008,69348,6.0,tt0811080,1
1515,142666,Hiroyuki Sanada,nm0760796,Sunshine,2007,235255,7.2,tt0448134,1
1516,142667,Hiroyuki Sanada,nm0760796,Rush Hour 3,2007,154597,6.2,tt0293564,1
1517,142668,Hiroyuki Sanada,nm0760796,The Promise,2005,8946,5.6,tt0417976,1
1518,142669,Hiroyuki Sanada,nm0760796,The White Countess,2005,6206,6.6,tt0384686,1
1519,142670,Hiroyuki Sanada,nm0760796,Aegis,2005,240,5.4,tt0457643,1
1520,142671,Hiroyuki Sanada,nm0760796,The Last Samurai,2003,403241,7.7,tt0325710,1
1521,142672,Hiroyuki Sanada,nm0760796,The Twilight Samurai,2002,22441,8.1,tt0351817,1
1522,142673,Hiroyuki Sanada,nm0760796,Onmyoji: The Yin Yang Master,2001,1330,6.3,tt0355857,1
1523,142674,Hiroyuki Sanada,nm0760796,All About Our House,2001,354,6.6,tt0307162,1
1524,142675,Hiroyuki Sanada,nm0760796,Vengeance for Sale,2001,125,6.7,tt0339748,1
1525,142676,Hiroyuki Sanada,nm0760796,First Love,2000,222,6.9,tt0229432,1
1526,142677,Hiroyuki Sanada,nm0760796,Ringu 2,1999,12672,5.9,tt0218553,1
1527,142678,Hiroyuki Sanada,nm0760796,Ringu,1998,64432,7.2,tt0178868,1
1528,142679,Hiroyuki Sanada,nm0760796,Rasen,1998,3012,5.2,tt0134928,1
1529,142680,Hiroyuki Sanada,nm0760796,Murder on D Street,1998,122,7.1,tt0220379,1
1530,142681,Hiroyuki Sanada,nm0760796,Sharaku,1995,131,6.7,tt0114413,1
1531,142682,Hiroyuki Sanada,nm0760796,East Meets West,1995,111,5.9,tt0112924,1
1532,142683,Hiroyuki Sanada,nm0760796,Crest of Betrayal,1994,190,6.2,tt0109430,1
1533,142684,Hiroyuki Sanada,nm0760796,In the Line of Duty,1986,1161,6.9,tt0091229,1
1534,142685,Hiroyuki Sanada,nm0760796,House on Fire,1986,118,7.0,tt0202967,1
1535,142686,Hiroyuki Sanada,nm0760796,The Dagger of Kamui,1985,638,7.0,tt0088983,1
1536,142687,Hiroyuki Sanada,nm0760796,Legend of Eight Samurai,1983,1064,6.5,tt0086244,1
1537,142688,Hiroyuki Sanada,nm0760796,Kabamaru the Ninja,1983,271,8.0,tt0204425,1
1538,142689,Hiroyuki Sanada,nm0760796,Ninja in the Dragon's Den,1982,1751,7.4,tt0084267,1
1539,142690,Hiroyuki Sanada,nm0760796,Fall Guy,1982,631,7.0,tt0082601,1
1540,142691,Hiroyuki Sanada,nm0760796,The Ninja Wars,1982,480,5.8,tt0089691,1
1541,142692,Hiroyuki Sanada,nm0760796,Lovers Lost,1982,107,6.5,tt0322118,1
1542,142693,Hiroyuki Sanada,nm0760796,Samurai Reincarnation,1981,803,6.6,tt0082699,1
1543,142694,Hiroyuki Sanada,nm0760796,Hoero tekken,1981,160,6.6,tt0084600,1
1544,142695,Hiroyuki Sanada,nm0760796,Ninja bugeicho momochi sandayu,1980,652,6.3,tt0084674,1
1545,142696,Hiroyuki Sanada,nm0760796,Sengoku jieitai,1979,902,6.5,tt0083050,1
1546,142697,Hiroyuki Sanada,nm0760796,The Shogun Assassins,1979,119,6.0,tt0165218,1
1547,142698,Hiroyuki Sanada,nm0760796,The Shogun's Samurai,1978,1439,7.2,tt0078513,1
1548,142699,Hiroyuki Sanada,nm0760796,Message from Space,1978,1246,5.0,tt0078435,1
1549,142700,Hiroyuki Sanada,nm0760796,Chokugeki! Jigoku-ken,1974,385,6.8,tt0183061,1
1550,146337,John Slattery,nm0805476,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1551,146338,John Slattery,nm0805476,Churchill,2017,12210,6.1,tt2674454,1
1552,146339,John Slattery,nm0805476,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1553,146340,John Slattery,nm0805476,Ant-Man,2015,579879,7.3,tt0478970,1
1554,146341,John Slattery,nm0805476,Spotlight,2015,426505,8.1,tt1895587,1
1555,146342,John Slattery,nm0805476,Ted 2,2015,187501,6.3,tt2637276,1
1556,146343,John Slattery,nm0805476,Bluebird,2013,876,5.8,tt1567279,1
1557,146344,John Slattery,nm0805476,Mea Maxima Culpa: Silence in the House of God,2012,3460,8.0,tt2111478,1
1558,146345,John Slattery,nm0805476,In Our Nature,2012,734,5.7,tt1945087,1
1559,146346,John Slattery,nm0805476,The Adjustment Bureau,2011,245665,7.0,tt1385826,1
1560,146347,John Slattery,nm0805476,Return,2011,908,6.1,tt1677082,1
1561,146348,John Slattery,nm0805476,Iron Man 2,2010,732064,7.0,tt1228705,1
1562,146349,John Slattery,nm0805476,Charlie Wilson's War,2007,111629,7.0,tt0472062,1
1563,146350,John Slattery,nm0805476,Reservation Road,2007,22738,6.7,tt0831884,1
1564,146351,John Slattery,nm0805476,Underdog,2007,19801,4.7,tt0467110,1
1565,146352,John Slattery,nm0805476,Flags of our Fathers,2006,118171,7.1,tt0418689,1
1566,146353,John Slattery,nm0805476,The Situation,2006,802,6.3,tt0468548,1
1567,146354,John Slattery,nm0805476,Dirty Dancing: Havana Nights,2004,26931,6.0,tt0338096,1
1568,146355,John Slattery,nm0805476,Noise,2004,532,5.5,tt0362538,1
1569,146356,John Slattery,nm0805476,Mona Lisa Smile,2003,77942,6.5,tt0304415,1
1570,146357,John Slattery,nm0805476,The Station Agent,2003,67692,7.6,tt0340377,1
1571,146358,John Slattery,nm0805476,Bad Company,2002,45031,5.6,tt0280486,1
1572,146359,John Slattery,nm0805476,Sam the Man,2001,185,4.9,tt0196068,1
1573,146360,John Slattery,nm0805476,Traffic,2000,197099,7.6,tt0181865,1
1574,146361,John Slattery,nm0805476,The Naked Man,1998,722,5.2,tt0120767,1
1575,146362,John Slattery,nm0805476,Where's Marlowe?,1998,508,6.0,tt0118150,1
1576,146363,John Slattery,nm0805476,Harvest,1998,269,4.6,tt0125778,1
1577,146364,John Slattery,nm0805476,Red Meat,1997,237,5.3,tt0119997,1
1578,146365,John Slattery,nm0805476,My Brother's War,1997,171,5.0,tt0133987,1
1579,146366,John Slattery,nm0805476,Sleepers,1996,190360,7.6,tt0117665,1
1580,146367,John Slattery,nm0805476,Eraser,1996,104383,6.1,tt0116213,1
1581,146368,John Slattery,nm0805476,City Hall,1996,19610,6.2,tt0115907,1
1582,149795,Tilda Swinton,nm0842770,Last and First Men,2020,1942,6.7,tt8015444,1
1583,149796,Tilda Swinton,nm0842770,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1584,149797,Tilda Swinton,nm0842770,Uncut Gems,2019,228307,7.4,tt5727208,1
1585,149798,Tilda Swinton,nm0842770,The Dead Don't Die,2019,55534,5.5,tt8695030,1
1586,149799,Tilda Swinton,nm0842770,The Personal History of David Copperfield,2019,14463,6.4,tt6439020,1
1587,149800,Tilda Swinton,nm0842770,The Souvenir,2019,8932,6.4,tt6920356,1
1588,149801,Tilda Swinton,nm0842770,Isle of Dogs,2018,142402,7.9,tt5104604,1
1589,149802,Tilda Swinton,nm0842770,Suspiria,2018,63634,6.8,tt1034415,1
1590,149803,Tilda Swinton,nm0842770,Okja,2017,107333,7.3,tt3967856,1
1591,149804,Tilda Swinton,nm0842770,War Machine,2017,42444,6.0,tt4758646,1
1592,149805,Tilda Swinton,nm0842770,Doctor Strange,2016,609821,7.5,tt1211837,1
1593,149806,Tilda Swinton,nm0842770,"Hail, Caesar!",2016,125408,6.3,tt0475290,1
1594,149807,Tilda Swinton,nm0842770,Letters from Baghdad,2016,359,6.9,tt6086614,1
1595,149808,Tilda Swinton,nm0842770,Trainwreck,2015,130311,6.2,tt3152624,1
1596,149809,Tilda Swinton,nm0842770,A Bigger Splash,2015,27659,6.4,tt2056771,1
1597,149810,Tilda Swinton,nm0842770,The Grand Budapest Hotel,2014,719113,8.1,tt2278388,1
1598,149811,Tilda Swinton,nm0842770,Snowpiercer,2013,327377,7.1,tt1706620,1
1599,149812,Tilda Swinton,nm0842770,Only Lovers Left Alive,2013,92041,7.3,tt1714915,1
1600,149813,Tilda Swinton,nm0842770,The Zero Theorem,2013,45673,6.1,tt2333804,1
1601,149814,Tilda Swinton,nm0842770,Moonrise Kingdom,2012,322272,7.8,tt1748122,1
1602,149815,Tilda Swinton,nm0842770,We Need to Talk About Kevin,2011,139870,7.5,tt1242460,1
1603,149816,Tilda Swinton,nm0842770,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,143082,6.3,tt0980970,1
1604,149817,Tilda Swinton,nm0842770,I Am Love,2009,20900,7.0,tt1226236,1
1605,149818,Tilda Swinton,nm0842770,The Limits of Control,2009,19591,6.3,tt1135092,1
1606,149819,Tilda Swinton,nm0842770,The Curious Case of Benjamin Button,2008,595444,7.8,tt0421715,1
1607,149820,Tilda Swinton,nm0842770,Burn After Reading,2008,312495,7.0,tt0887883,1
1608,149821,Tilda Swinton,nm0842770,The Chronicles of Narnia: Prince Caspian,2008,196032,6.5,tt0499448,1
1609,149822,Tilda Swinton,nm0842770,Julia,2008,5923,7.0,tt0903627,1
1610,149823,Tilda Swinton,nm0842770,Michael Clayton,2007,157308,7.2,tt0465538,1
1611,149824,Tilda Swinton,nm0842770,The Man from London,2007,3766,7.1,tt0415127,1
1612,149825,Tilda Swinton,nm0842770,Strange Culture,2007,353,6.1,tt0924151,1
1613,149826,Tilda Swinton,nm0842770,Stephanie Daley,2006,1698,6.3,tt0483812,1
1614,149827,Tilda Swinton,nm0842770,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,369709,6.9,tt0363771,1
1615,149828,Tilda Swinton,nm0842770,Constantine,2005,310485,7.0,tt0360486,1
1616,149829,Tilda Swinton,nm0842770,Broken Flowers,2005,98863,7.2,tt0412019,1
1617,149830,Tilda Swinton,nm0842770,Thumbsucker,2005,20648,6.6,tt0318761,1
1618,149831,Tilda Swinton,nm0842770,Young Adam,2003,13348,6.4,tt0289635,1
1619,149832,Tilda Swinton,nm0842770,The Statement,2003,4918,6.2,tt0340376,1
1620,149833,Tilda Swinton,nm0842770,Adaptation.,2002,180048,7.7,tt0268126,1
1621,149834,Tilda Swinton,nm0842770,Teknolust,2002,1287,5.3,tt0270688,1
1622,149835,Tilda Swinton,nm0842770,Vanilla Sky,2001,250519,6.9,tt0259711,1
1623,149836,Tilda Swinton,nm0842770,The Deep End,2001,11052,6.5,tt0250323,1
1624,149837,Tilda Swinton,nm0842770,The Beach,2000,225177,6.7,tt0163978,1
1625,149838,Tilda Swinton,nm0842770,Possible Worlds,2000,1900,6.8,tt0222293,1
1626,149839,Tilda Swinton,nm0842770,The War Zone,1999,9697,7.3,tt0141974,1
1627,149840,Tilda Swinton,nm0842770,The Protagonists,1999,353,5.8,tt0167351,1
1628,149841,Tilda Swinton,nm0842770,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,3467,6.5,tt0119577,1
1629,149842,Tilda Swinton,nm0842770,Conceiving Ada,1997,410,5.2,tt0118882,1
1630,149843,Tilda Swinton,nm0842770,Female Perversions,1996,2325,5.4,tt0116293,1
1631,149844,Tilda Swinton,nm0842770,Wittgenstein,1993,2349,7.0,tt0108583,1
1632,149845,Tilda Swinton,nm0842770,Blue,1993,2036,7.4,tt0106438,1
1633,149846,Tilda Swinton,nm0842770,Orlando,1992,14844,7.2,tt0107756,1
1634,149847,Tilda Swinton,nm0842770,Edward II,1991,2445,6.8,tt0101798,1
1635,149848,Tilda Swinton,nm0842770,The Garden,1990,826,6.5,tt0099634,1
1636,149849,Tilda Swinton,nm0842770,War Requiem,1989,737,6.6,tt0096416,1
1637,149850,Tilda Swinton,nm0842770,Aria,1987,2606,5.8,tt0092580,1
1638,149851,Tilda Swinton,nm0842770,The Last of England,1987,1175,6.7,tt0093393,1
1639,149852,Tilda Swinton,nm0842770,Friendship's Death,1987,174,6.3,tt0093050,1
1640,149853,Tilda Swinton,nm0842770,Caravaggio,1986,5426,6.6,tt0090798,1
1641,149854,Tilda Swinton,nm0842770,Egomania - Insel ohne Hoffnung,1986,168,6.3,tt0090998,1
1642,159457,Benedict Wong,nm0938950,Raya and the Last Dragon,2021,42038,7.5,tt5109280,1
1643,159458,Benedict Wong,nm0938950,Nine Days,2020,373,7.4,tt10451852,1
1644,159459,Benedict Wong,nm0938950,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1645,159460,Benedict Wong,nm0938950,Gemini Man,2019,91135,5.7,tt1025100,1
1646,159461,Benedict Wong,nm0938950,Lady and the Tramp,2019,17893,6.3,tt8096832,1
1647,159462,Benedict Wong,nm0938950,The Personal History of David Copperfield,2019,14463,6.4,tt6439020,1
1648,159463,Benedict Wong,nm0938950,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1649,159464,Benedict Wong,nm0938950,Annihilation,2018,284732,6.8,tt2798920,1
1650,159465,Benedict Wong,nm0938950,Doctor Strange,2016,609821,7.5,tt1211837,1
1651,159466,Benedict Wong,nm0938950,The Martian,2015,769081,8.0,tt3659388,1
1652,159467,Benedict Wong,nm0938950,Kick-Ass 2,2013,256514,6.5,tt1650554,1
1653,159468,Benedict Wong,nm0938950,Redemption,2013,67116,6.2,tt1893256,1
1654,159469,Benedict Wong,nm0938950,Prometheus,2012,571769,7.0,tt1446714,1
1655,159470,Benedict Wong,nm0938950,Johnny English Reborn,2011,121868,6.3,tt1634122,1
1656,159471,Benedict Wong,nm0938950,The Lady,2011,10280,7.1,tt1802197,1
1657,159472,Benedict Wong,nm0938950,The Flying Machine,2011,306,4.7,tt1537314,1
1658,159473,Benedict Wong,nm0938950,Shanghai,2010,9288,6.4,tt1092634,1
1659,159474,Benedict Wong,nm0938950,Moon,2009,337552,7.9,tt1182345,1
1660,159475,Benedict Wong,nm0938950,The Heir Apparent: Largo Winch,2008,13570,6.5,tt0808339,1
1661,159476,Benedict Wong,nm0938950,Sunshine,2007,235255,7.2,tt0448134,1
1662,159477,Benedict Wong,nm0938950,Grow Your Own,2007,657,6.7,tt0847830,1
1663,159478,Benedict Wong,nm0938950,Tristram Shandy: A Cock and Bull Story,2005,12416,6.7,tt0423409,1
1664,159479,Benedict Wong,nm0938950,On a Clear Day,2005,3132,6.9,tt0410400,1
1665,159480,Benedict Wong,nm0938950,Code 46,2003,20012,6.2,tt0345061,1
1666,159481,Benedict Wong,nm0938950,Dirty Pretty Things,2002,40912,7.3,tt0301199,1
1667,159482,Benedict Wong,nm0938950,Spy Game,2001,146887,7.1,tt0266987,1
1668,159483,Benedict Wong,nm0938950,Kiss Kiss (Bang Bang),2001,1864,6.4,tt0228488,1
1669,162528,Terry Notary,nm1024953,The Call of the Wild,2020,40272,6.8,tt7504726,1
1670,162529,Terry Notary,nm1024953,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1671,162530,Terry Notary,nm1024953,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1672,162531,Terry Notary,nm1024953,Kong: Skull Island,2017,279910,6.6,tt3731562,1
1673,162532,Terry Notary,nm1024953,War for the Planet of the Apes,2017,230445,7.4,tt3450958,1
1674,162533,Terry Notary,nm1024953,The Square,2017,56875,7.2,tt4995790,1
1675,162534,Terry Notary,nm1024953,Warcraft: The Beginning,2016,243332,6.8,tt0803096,1
1676,162535,Terry Notary,nm1024953,The Hobbit: The Battle of the Five Armies,2014,479771,7.4,tt2310332,1
1677,162536,Terry Notary,nm1024953,Dawn of the Planet of the Apes,2014,413999,7.6,tt2103281,1
1678,162537,Terry Notary,nm1024953,The Hobbit: The Desolation of Smaug,2013,606732,7.8,tt1170358,1
1679,162538,Terry Notary,nm1024953,The Hobbit: An Unexpected Journey,2012,763269,7.8,tt0903624,1
1680,162539,Terry Notary,nm1024953,Rise of the Planet of the Apes,2011,498513,7.6,tt1318514,1
1681,162540,Terry Notary,nm1024953,The Cabin in the Woods,2011,379745,7.0,tt1259521,1
1682,162541,Terry Notary,nm1024953,Avatar,2009,1127675,7.8,tt0499549,1
1683,162542,Terry Notary,nm1024953,The Lost Tribe,2009,1527,3.8,tt0811124,1
1684,163683,Tom Hiddleston,nm1089991,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1685,163684,Tom Hiddleston,nm1089991,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1686,163685,Tom Hiddleston,nm1089991,Early Man,2018,20163,6.1,tt4701724,1
1687,163686,Tom Hiddleston,nm1089991,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1688,163687,Tom Hiddleston,nm1089991,Kong: Skull Island,2017,279910,6.6,tt3731562,1
1689,163688,Tom Hiddleston,nm1089991,Crimson Peak,2015,131664,6.5,tt2554274,1
1690,163689,Tom Hiddleston,nm1089991,High-Rise,2015,38585,5.6,tt0462335,1
1691,163690,Tom Hiddleston,nm1089991,I Saw the Light,2015,6451,5.8,tt1490785,1
1692,163691,Tom Hiddleston,nm1089991,Muppets Most Wanted,2014,32047,6.4,tt2281587,1
1693,163692,Tom Hiddleston,nm1089991,Coriolanus,2014,1834,8.5,tt3313066,1
1694,163693,Tom Hiddleston,nm1089991,Thor: The Dark World,2013,604478,6.9,tt1981115,1
1695,163694,Tom Hiddleston,nm1089991,Only Lovers Left Alive,2013,92041,7.3,tt1714915,1
1696,163695,Tom Hiddleston,nm1089991,Exhibition,2013,1189,5.8,tt2436452,1
1697,163696,Tom Hiddleston,nm1089991,The Avengers,2012,1273277,8.0,tt0848228,1
1698,163697,Tom Hiddleston,nm1089991,Thor,2011,756855,7.0,tt0800369,1
1699,163698,Tom Hiddleston,nm1089991,Midnight in Paris,2011,391724,7.7,tt1605783,1
1700,163699,Tom Hiddleston,nm1089991,War Horse,2011,148264,7.2,tt1568911,1
1701,163700,Tom Hiddleston,nm1089991,The Deep Blue Sea,2011,14933,6.2,tt1700844,1
1702,163701,Tom Hiddleston,nm1089991,Archipelago,2010,2450,6.4,tt1527835,1
1703,163702,Tom Hiddleston,nm1089991,Unrelated,2007,2093,6.8,tt1107850,1
1704,163733,Sam Hargrave,nm1092087,Birds of Prey,2020,177659,6.1,tt7713068,1
1705,163734,Sam Hargrave,nm1092087,Extraction,2020,163880,6.7,tt8936646,1
1706,163735,Sam Hargrave,nm1092087,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1707,163736,Sam Hargrave,nm1092087,Deadpool 2,2018,489623,7.7,tt5463162,1
1708,163737,Sam Hargrave,nm1092087,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1709,163738,Sam Hargrave,nm1092087,Atomic Blonde,2017,178019,6.7,tt2406566,1
1710,163739,Sam Hargrave,nm1092087,Conan the Barbarian,2011,95775,5.2,tt0816462,1
1711,163740,Sam Hargrave,nm1092087,The King of Fighters,2010,4084,3.0,tt1038685,1
1712,163741,Sam Hargrave,nm1092087,Once Fallen,2010,1241,4.8,tt1087524,1
1713,163742,Sam Hargrave,nm1092087,Acts of Violence,2010,103,5.9,tt0902247,1
1714,163743,Sam Hargrave,nm1092087,Blood and Bone,2009,31515,6.7,tt0346631,1
1715,163744,Sam Hargrave,nm1092087,Angel of Death,2009,2148,5.0,tt1269734,1
1716,163745,Sam Hargrave,nm1092087,T.K.O.,2007,110,3.2,tt0814381,1
1717,163746,Sam Hargrave,nm1092087,Crooked,2006,405,4.0,tt0441035,1
1718,164034,Anthony Mackie,nm1107001,Outside the Wire,2021,32829,5.4,tt10451914,1
1719,164035,Anthony Mackie,nm1107001,The Banker,2020,20824,7.3,tt6285944,1
1720,164036,Anthony Mackie,nm1107001,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1721,164037,Anthony Mackie,nm1107001,IO,2019,31556,4.7,tt3256226,1
1722,164038,Anthony Mackie,nm1107001,Point Blank,2019,12312,5.7,tt2499472,1
1723,164039,Anthony Mackie,nm1107001,Synchronic,2019,11871,6.2,tt9016974,1
1724,164040,Anthony Mackie,nm1107001,Miss Bala,2019,9167,5.8,tt5941692,1
1725,164041,Anthony Mackie,nm1107001,Seberg,2019,6201,5.7,tt1780967,1
1726,164042,Anthony Mackie,nm1107001,Wetlands,2019,412,4.3,tt5565254,1
1727,164043,Anthony Mackie,nm1107001,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1728,164044,Anthony Mackie,nm1107001,The Hate U Give,2018,31630,7.5,tt5580266,1
1729,164045,Anthony Mackie,nm1107001,Detroit,2017,49067,7.3,tt5390504,1
1730,164046,Anthony Mackie,nm1107001,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1731,164047,Anthony Mackie,nm1107001,Triple 9,2016,67684,6.3,tt1712261,1
1732,164048,Anthony Mackie,nm1107001,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1733,164049,Anthony Mackie,nm1107001,Ant-Man,2015,579879,7.3,tt0478970,1
1734,164050,Anthony Mackie,nm1107001,The Night Before,2015,67447,6.4,tt3530002,1
1735,164051,Anthony Mackie,nm1107001,Love the Coopers,2015,22172,5.8,tt2279339,1
1736,164052,Anthony Mackie,nm1107001,Our Brand Is Crisis,2015,20825,6.1,tt1018765,1
1737,164053,Anthony Mackie,nm1107001,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1738,164054,Anthony Mackie,nm1107001,Playing It Cool,2014,26272,6.0,tt2139555,1
1739,164055,Anthony Mackie,nm1107001,Black or White,2014,12042,6.6,tt2883434,1
1740,164056,Anthony Mackie,nm1107001,Shelter,2014,4515,6.5,tt3136112,1
1741,164057,Anthony Mackie,nm1107001,Gangster Squad,2013,207303,6.7,tt1321870,1
1742,164058,Anthony Mackie,nm1107001,Pain & Gain,2013,202325,6.4,tt1980209,1
1743,164059,Anthony Mackie,nm1107001,Runner Runner,2013,60910,5.6,tt2364841,1
1744,164060,Anthony Mackie,nm1107001,The Fifth Estate,2013,39129,6.2,tt1837703,1
1745,164061,Anthony Mackie,nm1107001,The Inevitable Defeat of Mister & Pete,2013,5216,7.5,tt2113075,1
1746,164062,Anthony Mackie,nm1107001,Repentance,2013,2361,4.9,tt2012665,1
1747,164063,Anthony Mackie,nm1107001,Abraham Lincoln: Vampire Hunter,2012,149432,5.9,tt1611224,1
1748,164064,Anthony Mackie,nm1107001,Man on a Ledge,2012,145551,6.6,tt1568338,1
1749,164065,Anthony Mackie,nm1107001,Real Steel,2011,299988,7.1,tt0433035,1
1750,164066,Anthony Mackie,nm1107001,The Adjustment Bureau,2011,245665,7.0,tt1385826,1
1751,164067,Anthony Mackie,nm1107001,What's Your Number?,2011,73083,6.1,tt0770703,1
1752,164068,Anthony Mackie,nm1107001,10 Years,2011,24079,6.1,tt1715873,1
1753,164069,Anthony Mackie,nm1107001,Night Catches Us,2010,1519,6.2,tt0775543,1
1754,164070,Anthony Mackie,nm1107001,Louis,2010,190,6.6,tt1093902,1
1755,164071,Anthony Mackie,nm1107001,Notorious,2009,41301,6.7,tt0472198,1
1756,164072,Anthony Mackie,nm1107001,Desert Flower,2009,12631,7.4,tt1054580,1
1757,164073,Anthony Mackie,nm1107001,The Hurt Locker,2008,425009,7.5,tt0887912,1
1758,164074,Anthony Mackie,nm1107001,Eagle Eye,2008,177151,6.6,tt1059786,1
1759,164075,Anthony Mackie,nm1107001,American Violet,2008,2393,7.0,tt1152397,1
1760,164076,Anthony Mackie,nm1107001,Half Nelson,2006,84577,7.2,tt0468489,1
1761,164077,Anthony Mackie,nm1107001,We Are Marshall,2006,57835,7.1,tt0758794,1
1762,164078,Anthony Mackie,nm1107001,Freedomland,2006,15535,5.1,tt0349467,1
1763,164079,Anthony Mackie,nm1107001,Crossover,2006,8930,2.2,tt0473024,1
1764,164080,Anthony Mackie,nm1107001,Heavens Fall,2006,1259,6.7,tt0425094,1
1765,164081,Anthony Mackie,nm1107001,The Man,2005,24934,5.6,tt0399327,1
1766,164082,Anthony Mackie,nm1107001,Million Dollar Baby,2004,641796,8.1,tt0405159,1
1767,164083,Anthony Mackie,nm1107001,The Manchurian Candidate,2004,104778,6.6,tt0368008,1
1768,164084,Anthony Mackie,nm1107001,She Hate Me,2004,7401,5.3,tt0384533,1
1769,164085,Anthony Mackie,nm1107001,Haven,2004,6429,5.8,tt0386504,1
1770,164086,Anthony Mackie,nm1107001,Brother to Brother,2004,1084,7.1,tt0306597,1
1771,164087,Anthony Mackie,nm1107001,Hollywood Homicide,2003,36015,5.3,tt0329717,1
1772,164088,Anthony Mackie,nm1107001,8 Mile,2002,252076,7.1,tt0298203,1
1773,164395,Cobie Smulders,nm1130627,Cicada,2020,273,6.7,tt8998768,1
1774,164396,Cobie Smulders,nm1130627,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1775,164397,Cobie Smulders,nm1130627,Spider-Man: Far from Home,2019,336117,7.5,tt6320628,1
1776,164398,Cobie Smulders,nm1130627,The Lego Movie 2: The Second Part,2019,56264,6.6,tt3513498,1
1777,164399,Cobie Smulders,nm1130627,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1778,164400,Cobie Smulders,nm1130627,Alright Now,2018,498,4.2,tt6421118,1
1779,164401,Cobie Smulders,nm1130627,Killing Gunther,2017,12169,4.8,tt5689068,1
1780,164402,Cobie Smulders,nm1130627,"Literally, Right Before Aaron",2017,2255,4.6,tt5758802,1
1781,164403,Cobie Smulders,nm1130627,Present Laughter,2017,177,7.5,tt7133424,1
1782,164404,Cobie Smulders,nm1130627,Jack Reacher: Never Go Back,2016,140877,6.1,tt3393786,1
1783,164405,Cobie Smulders,nm1130627,The Intervention,2016,5842,6.1,tt4872078,1
1784,164406,Cobie Smulders,nm1130627,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1785,164407,Cobie Smulders,nm1130627,Results,2015,6612,5.4,tt3824412,1
1786,164408,Cobie Smulders,nm1130627,Unexpected,2015,3029,5.7,tt4145304,1
1787,164409,Cobie Smulders,nm1130627,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
